WP, 90, 2026040818, 03, AEMN, 000,  88N, 1522E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 006,  86N, 1518E,  34, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 012,  84N, 1516E,  34,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 018,  85N, 1514E,  35,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 024,  88N, 1509E,  39,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 030,  90N, 1503E,  42,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 036,  91N, 1498E,  45,  988, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 042,  90N, 1494E,  47,  988, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 048,  90N, 1489E,  51,  983, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 054,  91N, 1487E,  55,  982, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 060,  94N, 1483E,  55,  979, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 066,  95N, 1479E,  55,  980, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 072,  97N, 1473E,  56,  975, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 078,  99N, 1465E,  60,  975, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 084, 101N, 1457E,  64,  970, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 090, 103N, 1449E,  67,  969, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 096, 105N, 1440E,  69,  964, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 102, 106N, 1432E,  73,  964, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 108, 109N, 1424E,  74,  958, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 114, 110N, 1417E,  77,  958, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 120, 113N, 1410E,  78,  954, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 126, 115N, 1403E,  79,  954, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 132, 118N, 1397E,  81,  951, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 138, 121N, 1392E,  84,  951, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 90, 2026040818, 03, AEMN, 144, 124N, 1386E,  83,  948, XX,  34, NEQ, 0000, 0000, 0000, 0000
