WP, 99, 2026052600, 03, AEMN, 000,  81N, 1384E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 006,  79N, 1377E,  25, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 012,  79N, 1373E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 018,  83N, 1374E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 024,  90N, 1375E,  34, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 030,  99N, 1373E,  38,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 036, 108N, 1370E,  38, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 042, 116N, 1366E,  40,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 048, 122N, 1362E,  45,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 054, 131N, 1358E,  46,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 060, 137N, 1354E,  47,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 066, 142N, 1350E,  51,  986, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 072, 148N, 1346E,  54,  984, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 078, 155N, 1342E,  58,  979, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 084, 160N, 1336E,  61,  978, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 090, 165N, 1331E,  62,  974, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 096, 171N, 1326E,  65,  973, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 102, 178N, 1320E,  69,  969, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 108, 184N, 1315E,  70,  968, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 99, 2026052600, 03, AEMN, 114, 191N, 1309E,  74,  964, XX,  34, NEQ, 0000, 0000, 0000, 0000
