WP, 18, 2026082012, 03, CEMN, 000, 198N, 1096E,  29,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 006, 201N, 1094E,  31,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 012, 206N, 1096E,  31,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 018, 209N, 1099E,  30,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 024, 211N, 1101E,  29,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 030, 214N, 1101E,  27,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 036, 214N, 1104E,  27,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 042, 215N, 1109E,  27,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 048, 215N, 1112E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 054, 215N, 1114E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 060, 215N, 1118E,  26,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 066, 215N, 1123E,  27,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 072, 215N, 1125E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 078, 214N, 1125E,  26,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 084, 216N, 1128E,  29,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 090, 218N, 1129E,  28,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 096, 219N, 1128E,  25,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 102, 222N, 1126E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 108, 222N, 1124E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 114, 223N, 1126E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 120, 226N, 1125E,  22,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 126, 230N, 1123E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 132, 231N, 1122E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 138, 231N, 1117E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 144, 228N, 1112E,  17,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 150, 231N, 1106E,  17,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 156, 231N, 1101E,  17,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 162, 231N, 1094E,  16,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 168, 234N, 1095E,  14,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 174, 234N, 1091E,  14, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 180, 233N, 1084E,  16, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 186, 228N, 1082E,  17, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 192, 227N, 1089E,  16, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 198, 229N, 1089E,  17, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082012, 03, CEMN, 204, 230N, 1097E,  18, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 000, 199N, 1091E,  32,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 006, 202N, 1089E,  33,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 012, 207N, 1091E,  35,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 018, 211N, 1094E,  28,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 024, 213N, 1092E,  28,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 030, 213N, 1091E,  27,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 036, 213N, 1091E,  27,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 042, 213N, 1092E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 048, 213N, 1090E,  26,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 054, 211N, 1089E,  27,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 060, 210N, 1091E,  27,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 066, 209N, 1093E,  23,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 072, 209N, 1093E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 078, 209N, 1093E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 084, 209N, 1094E,  25,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 090, 210N, 1095E,  22,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 096, 211N, 1101E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 102, 213N, 1101E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 108, 215N, 1099E,  23,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 114, 214N, 1099E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 120, 216N, 1100E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 126, 217N, 1098E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 132, 216N, 1096E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 138, 215N, 1095E,  17,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082018, 03, AEMN, 144, 212N, 1091E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 000, 204N, 1086E,  42,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 006, 208N, 1087E,  35,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 012, 212N, 1085E,  29,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 018, 213N, 1080E,  30,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 024, 212N, 1078E,  30,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 030, 212N, 1077E,  30,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 036, 211N, 1078E,  25,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 042, 211N, 1076E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 048, 209N, 1076E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 054, 208N, 1074E,  26,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 060, 206N, 1079E,  23,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 066, 205N, 1080E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 072, 205N, 1083E,  25,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 078, 206N, 1087E,  25,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 084, 209N, 1089E,  22,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 090, 210N, 1093E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 096, 211N, 1093E,  23,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 102, 212N, 1092E,  22,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 108, 214N, 1094E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 114, 214N, 1094E,  22,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 120, 215N, 1094E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 126, 217N, 1097E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 132, 217N, 1097E,  17,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 138, 218N, 1093E,  19,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 144, 219N, 1103E,  20, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, AEMN, 150, 220N, 1107E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, CEMN, 000, 204N, 1090E,  30,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 18, 2026082100, 03, CEMN, 006, 206N, 1092E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
